transcript_ref,transcript_base,transcript_version
NM_001405553.1,NM_001405553,1
NM_001405554.1,NM_001405554,1
NM_001405555.1,NM_001405555,1
NM_001405556.1,NM_001405556,1
NM_001405557.1,NM_001405557,1
NM_001405558.1,NM_001405558,1
NM_001405559.1,NM_001405559,1
NM_001405560.1,NM_001405560,1
NM_001405561.1,NM_001405561,1
NM_001405563.1,NM_001405563,1
NM_001405564.1,NM_001405564,1
NM_001405565.1,NM_001405565,1
NM_001405566.1,NM_001405566,1
NM_001405567.1,NM_001405567,1
NM_001405568.1,NM_001405568,1
NM_001405569.1,NM_001405569,1
NM_001405570.1,NM_001405570,1
NM_001405571.1,NM_001405571,1
NM_001405572.1,NM_001405572,1
NM_001405573.1,NM_001405573,1
NM_001405574.1,NM_001405574,1
NM_001405575.1,NM_001405575,1
NM_001405576.1,NM_001405576,1
NM_001405577.1,NM_001405577,1
NM_001405578.1,NM_001405578,1
NM_001405579.1,NM_001405579,1
NM_001405580.1,NM_001405580,1
NM_001405581.1,NM_001405581,1
NM_001405582.1,NM_001405582,1
NM_001405583.1,NM_001405583,1
NM_001405584.1,NM_001405584,1
NM_001405585.1,NM_001405585,1
NM_001405586.1,NM_001405586,1
NM_001405587.1,NM_001405587,1
NM_001405588.1,NM_001405588,1
NM_001405589.1,NM_001405589,1
NM_001405590.1,NM_001405590,1
NM_001405591.1,NM_001405591,1
NM_001405592.1,NM_001405592,1
NM_001405593.1,NM_001405593,1
NM_001405594.1,NM_001405594,1
NM_001405595.1,NM_001405595,1
NM_001405596.1,NM_001405596,1
NM_001405597.1,NM_001405597,1
NM_001405598.1,NM_001405598,1
NM_001405599.1,NM_001405599,1
NM_001405600.1,NM_001405600,1
NM_001405601.1,NM_001405601,1
NM_001405602.1,NM_001405602,1
NM_001405603.1,NM_001405603,1
NM_001405604.1,NM_001405604,1
NM_001405605.1,NM_001405605,1
NM_001405606.1,NM_001405606,1
NM_001405607.1,NM_001405607,1
NM_001405608.1,NM_001405608,1
NM_001405609.1,NM_001405609,1
NM_001405610.1,NM_001405610,1
NM_001405611.1,NM_001405611,1
NM_001405612.1,NM_001405612,1
NM_001405613.1,NM_001405613,1
NM_001405614.1,NM_001405614,1
NM_001405615.1,NM_001405615,1
NM_001405616.1,NM_001405616,1
NM_001405617.1,NM_001405617,1
NM_001405618.1,NM_001405618,1
NM_001405619.1,NM_001405619,1
NM_001405620.1,NM_001405620,1
NM_001405621.1,NM_001405621,1
NM_001405622.1,NM_001405622,1
NM_001405623.1,NM_001405623,1
NM_001405624.1,NM_001405624,1
NM_001405625.1,NM_001405625,1
NM_001405626.1,NM_001405626,1
NM_001405627.1,NM_001405627,1
NM_001405628.1,NM_001405628,1
NM_001405629.1,NM_001405629,1
NM_001405630.1,NM_001405630,1
NM_001405631.1,NM_001405631,1
NM_001405632.1,NM_001405632,1
NM_001405633.1,NM_001405633,1
NM_001405634.1,NM_001405634,1
NM_001405635.1,NM_001405635,1
NM_001405636.1,NM_001405636,1
NM_001405637.1,NM_001405637,1
NM_001405638.1,NM_001405638,1
NM_001405639.1,NM_001405639,1
NM_001405640.1,NM_001405640,1
NM_001405641.1,NM_001405641,1
NM_001405642.1,NM_001405642,1
NM_001405643.1,NM_001405643,1
NM_001405661.1,NM_001405661,1
NM_001405662.1,NM_001405662,1
NM_001405663.1,NM_001405663,1
NM_001405664.1,NM_001405664,1
NM_001405665.1,NM_001405665,1
NM_001405666.3,NM_001405666,3
NM_001405667.2,NM_001405667,2
NM_001405668.2,NM_001405668,2
NM_001405669.2,NM_001405669,2
NM_001405670.2,NM_001405670,2
NM_001405671.2,NM_001405671,2
NM_001405672.2,NM_001405672,2
NM_001405673.2,NM_001405673,2
NM_001405674.2,NM_001405674,2
NM_001405675.2,NM_001405675,2
NM_001405676.2,NM_001405676,2
NM_001405677.2,NM_001405677,2
NM_001405678.2,NM_001405678,2
NM_001405679.2,NM_001405679,2
NM_001405680.2,NM_001405680,2
NM_001405681.2,NM_001405681,2
NM_001405682.2,NM_001405682,2
NM_001405683.2,NM_001405683,2
NM_001405684.2,NM_001405684,2
NM_001405685.2,NM_001405685,2
NM_001405686.2,NM_001405686,2
NM_001405687.2,NM_001405687,2
NM_001405692.2,NM_001405692,2
NM_001405693.2,NM_001405693,2
NM_001405694.2,NM_001405694,2
NM_001405695.2,NM_001405695,2
NM_001405696.2,NM_001405696,2
NM_001405697.2,NM_001405697,2
NM_001405698.2,NM_001405698,2
NM_001405699.2,NM_001405699,2
NM_001405700.2,NM_001405700,2
NM_001405701.2,NM_001405701,2
NM_001405708.1,NM_001405708,1
NM_001405709.1,NM_001405709,1
NM_001405710.1,NM_001405710,1
NM_001405711.1,NM_001405711,1
NM_001405712.1,NM_001405712,1
NM_001405713.1,NM_001405713,1
NM_001405714.1,NM_001405714,1
NM_001405715.1,NM_001405715,1
NM_001405716.1,NM_001405716,1
NM_001405717.1,NM_001405717,1
NM_001405718.1,NM_001405718,1
NM_001405719.1,NM_001405719,1
NM_001405720.1,NM_001405720,1
NM_001405721.1,NM_001405721,1
NM_001405722.1,NM_001405722,1
NM_001405723.1,NM_001405723,1
NM_001405724.1,NM_001405724,1
NM_001405725.1,NM_001405725,1
NM_001405726.1,NM_001405726,1
NM_001405727.1,NM_001405727,1
NM_001405728.1,NM_001405728,1
NM_001405729.1,NM_001405729,1
NM_001405730.1,NM_001405730,1
NM_001405731.1,NM_001405731,1
NM_001405732.1,NM_001405732,1
NM_001405733.1,NM_001405733,1
NM_001405734.1,NM_001405734,1
NM_001405735.1,NM_001405735,1
NM_001405736.1,NM_001405736,1
NM_001405742.1,NM_001405742,1
NM_001405760.1,NM_001405760,1
NM_001405824.1,NM_001405824,1
NM_001405825.1,NM_001405825,1
NM_001405826.1,NM_001405826,1
NM_001405849.1,NM_001405849,1
NM_001405850.1,NM_001405850,1
NM_001405852.1,NM_001405852,1
NM_001405854.1,NM_001405854,1
NM_001405855.1,NM_001405855,1
NM_001405856.1,NM_001405856,1
NM_001405857.1,NM_001405857,1
NM_001405858.1,NM_001405858,1
NM_001405859.1,NM_001405859,1
NM_001405860.1,NM_001405860,1
NM_001405861.1,NM_001405861,1
NM_001405862.1,NM_001405862,1
NM_001405863.1,NM_001405863,1
NM_001405864.1,NM_001405864,1
NM_001405865.1,NM_001405865,1
NM_001405866.1,NM_001405866,1
NM_001405867.1,NM_001405867,1
NM_001405868.1,NM_001405868,1
NM_001405871.1,NM_001405871,1
NM_001405872.1,NM_001405872,1
NM_001405873.1,NM_001405873,1
NM_001405874.1,NM_001405874,1
NM_001405875.1,NM_001405875,1
NM_001405876.1,NM_001405876,1
NM_001405877.1,NM_001405877,1
NM_001405878.1,NM_001405878,1
NM_001405879.1,NM_001405879,1
NM_001405880.1,NM_001405880,1
NM_001405881.1,NM_001405881,1
NM_001405882.1,NM_001405882,1
NM_001405883.1,NM_001405883,1
NM_001405884.1,NM_001405884,1
NM_001405885.1,NM_001405885,1
NM_001405886.1,NM_001405886,1
NM_001405887.1,NM_001405887,1
NM_001405888.1,NM_001405888,1
NM_001405889.1,NM_001405889,1
NM_001405890.1,NM_001405890,1
NM_001405891.1,NM_001405891,1
NM_001405892.1,NM_001405892,1
NM_001405919.1,NM_001405919,1
NM_001405920.1,NM_001405920,1
NM_001405921.1,NM_001405921,1
NM_001405922.1,NM_001405922,1
NM_001405923.1,NM_001405923,1
NM_001405924.1,NM_001405924,1
NM_001405925.1,NM_001405925,1
NM_001405926.1,NM_001405926,1
NM_001405927.1,NM_001405927,1
NM_001405928.1,NM_001405928,1
NM_001405963.1,NM_001405963,1
NM_001406.4,NM_001406,4
NM_001406020.1,NM_001406020,1
NM_001406021.1,NM_001406021,1
NM_001406022.1,NM_001406022,1
NM_001406023.1,NM_001406023,1
NM_001406024.1,NM_001406024,1
NM_001406025.1,NM_001406025,1
NM_001406026.1,NM_001406026,1
NM_001406027.1,NM_001406027,1
NM_001406029.1,NM_001406029,1
NM_001406030.1,NM_001406030,1
NM_001406033.1,NM_001406033,1
NM_001406034.1,NM_001406034,1
NM_001406035.1,NM_001406035,1
NM_001406036.1,NM_001406036,1
NM_001406037.1,NM_001406037,1
NM_001406038.1,NM_001406038,1
NM_001406039.1,NM_001406039,1
NM_001406040.1,NM_001406040,1
NM_001406041.1,NM_001406041,1
NM_001406042.1,NM_001406042,1
NM_001406066.1,NM_001406066,1
NM_001406067.1,NM_001406067,1
NM_001406069.1,NM_001406069,1
NM_001406245.1,NM_001406245,1
NM_001406246.1,NM_001406246,1
NM_001406247.1,NM_001406247,1
NM_001406256.1,NM_001406256,1
NM_001406365.1,NM_001406365,1
NM_001406367.1,NM_001406367,1
NM_001406368.1,NM_001406368,1
NM_001406369.1,NM_001406369,1
NM_001406370.1,NM_001406370,1
NM_001406371.1,NM_001406371,1
NM_001406372.1,NM_001406372,1
NM_001406373.1,NM_001406373,1
NM_001406374.1,NM_001406374,1
NM_001406375.1,NM_001406375,1
NM_001406376.1,NM_001406376,1
NM_001406461.1,NM_001406461,1
NM_001406462.1,NM_001406462,1
NM_001406463.1,NM_001406463,1
NM_001406464.1,NM_001406464,1
NM_001406466.1,NM_001406466,1
NM_001406467.1,NM_001406467,1
NM_001406468.1,NM_001406468,1
NM_001406469.1,NM_001406469,1
NM_001406471.1,NM_001406471,1
NM_001406477.1,NM_001406477,1
NM_001406478.1,NM_001406478,1
NM_001406482.1,NM_001406482,1
NM_001406483.1,NM_001406483,1
NM_001406484.1,NM_001406484,1
NM_001406485.1,NM_001406485,1
NM_001406487.1,NM_001406487,1
NM_001406488.1,NM_001406488,1
NM_001406489.1,NM_001406489,1
NM_001406490.1,NM_001406490,1
NM_001406491.1,NM_001406491,1
NM_001406492.1,NM_001406492,1
NM_001406493.1,NM_001406493,1
NM_001406494.1,NM_001406494,1
NM_001406495.1,NM_001406495,1
NM_001406506.1,NM_001406506,1
NM_001406507.1,NM_001406507,1
NM_001406511.1,NM_001406511,1
NM_001406512.1,NM_001406512,1
NM_001406513.1,NM_001406513,1
NM_001406514.1,NM_001406514,1
NM_001406515.1,NM_001406515,1
NM_001406516.1,NM_001406516,1
NM_001406517.1,NM_001406517,1
NM_001406518.1,NM_001406518,1
NM_001406519.1,NM_001406519,1
NM_001406520.1,NM_001406520,1
NM_001406521.1,NM_001406521,1
NM_001406522.1,NM_001406522,1
NM_001406523.1,NM_001406523,1
NM_001406524.1,NM_001406524,1
NM_001406525.1,NM_001406525,1
NM_001406526.1,NM_001406526,1
NM_001406527.1,NM_001406527,1
NM_001406528.1,NM_001406528,1
NM_001406530.1,NM_001406530,1
NM_001406531.1,NM_001406531,1
NM_001406532.1,NM_001406532,1
NM_001406534.1,NM_001406534,1
NM_001406535.1,NM_001406535,1
NM_001406536.1,NM_001406536,1
NM_001406537.1,NM_001406537,1
NM_001406538.1,NM_001406538,1
NM_001406539.1,NM_001406539,1
NM_001406540.1,NM_001406540,1
NM_001406541.1,NM_001406541,1
NM_001406542.1,NM_001406542,1
NM_001406543.1,NM_001406543,1
NM_001406544.1,NM_001406544,1
NM_001406545.1,NM_001406545,1
NM_001406546.1,NM_001406546,1
NM_001406547.1,NM_001406547,1
NM_001406548.1,NM_001406548,1
NM_001406552.1,NM_001406552,1
NM_001406557.1,NM_001406557,1
NM_001406559.1,NM_001406559,1
NM_001406560.1,NM_001406560,1
NM_001406561.1,NM_001406561,1
NM_001406562.1,NM_001406562,1
NM_001406563.1,NM_001406563,1
NM_001406564.1,NM_001406564,1
NM_001406565.1,NM_001406565,1
NM_001406566.1,NM_001406566,1
NM_001406567.1,NM_001406567,1
NM_001406568.1,NM_001406568,1
NM_001406569.1,NM_001406569,1
NM_001406570.1,NM_001406570,1
NM_001406571.1,NM_001406571,1
NM_001406572.1,NM_001406572,1
NM_001406573.1,NM_001406573,1
NM_001406574.1,NM_001406574,1
NM_001406575.1,NM_001406575,1
NM_001406576.1,NM_001406576,1
NM_001406577.1,NM_001406577,1
NM_001406578.1,NM_001406578,1
NM_001406579.1,NM_001406579,1
NM_001406580.1,NM_001406580,1
NM_001406581.1,NM_001406581,1
NM_001406582.1,NM_001406582,1
NM_001406583.1,NM_001406583,1
NM_001406584.1,NM_001406584,1
NM_001406585.1,NM_001406585,1
NM_001406586.1,NM_001406586,1
NM_001406587.1,NM_001406587,1
NM_001406588.1,NM_001406588,1
NM_001406589.1,NM_001406589,1
NM_001406591.1,NM_001406591,1
NM_001406592.1,NM_001406592,1
NM_001406593.1,NM_001406593,1
NM_001406594.1,NM_001406594,1
NM_001406595.1,NM_001406595,1
NM_001406596.1,NM_001406596,1
NM_001406597.1,NM_001406597,1
NM_001406598.1,NM_001406598,1
NM_001406599.1,NM_001406599,1
NM_001406600.1,NM_001406600,1
NM_001406601.1,NM_001406601,1
NM_001406602.1,NM_001406602,1
NM_001406603.1,NM_001406603,1
NM_001406604.1,NM_001406604,1
NM_001406605.1,NM_001406605,1
NM_001406606.1,NM_001406606,1
NM_001406607.1,NM_001406607,1
NM_001406608.1,NM_001406608,1
NM_001406609.1,NM_001406609,1
NM_001406610.1,NM_001406610,1
NM_001406611.1,NM_001406611,1
NM_001406612.1,NM_001406612,1
NM_001406613.1,NM_001406613,1
NM_001406614.1,NM_001406614,1
NM_001406615.1,NM_001406615,1
NM_001406616.1,NM_001406616,1
NM_001406617.1,NM_001406617,1
NM_001406618.1,NM_001406618,1
NM_001406619.1,NM_001406619,1
NM_001406620.1,NM_001406620,1
NM_001406621.1,NM_001406621,1
NM_001406622.1,NM_001406622,1
NM_001406623.1,NM_001406623,1
NM_001406624.1,NM_001406624,1
NM_001406625.1,NM_001406625,1
NM_001406626.1,NM_001406626,1
NM_001406627.1,NM_001406627,1
NM_001406628.1,NM_001406628,1
NM_001406629.1,NM_001406629,1
NM_001406630.1,NM_001406630,1
NM_001406631.1,NM_001406631,1
NM_001406632.1,NM_001406632,1
NM_001406633.1,NM_001406633,1
NM_001406634.1,NM_001406634,1
NM_001406635.1,NM_001406635,1
NM_001406636.1,NM_001406636,1
NM_001406637.1,NM_001406637,1
NM_001406638.1,NM_001406638,1
NM_001406639.1,NM_001406639,1
NM_001406640.1,NM_001406640,1
NM_001406641.1,NM_001406641,1
NM_001406642.1,NM_001406642,1
NM_001406643.1,NM_001406643,1
NM_001406644.1,NM_001406644,1
NM_001406645.1,NM_001406645,1
NM_001406646.1,NM_001406646,1
NM_001406647.1,NM_001406647,1
NM_001406648.1,NM_001406648,1
NM_001406649.1,NM_001406649,1
NM_001406650.1,NM_001406650,1
NM_001406651.1,NM_001406651,1
NM_001406652.1,NM_001406652,1
NM_001406653.1,NM_001406653,1
NM_001406654.1,NM_001406654,1
NM_001406655.1,NM_001406655,1
NM_001406656.1,NM_001406656,1
NM_001406657.1,NM_001406657,1
NM_001406658.1,NM_001406658,1
NM_001406659.1,NM_001406659,1
NM_001406660.1,NM_001406660,1
NM_001406661.1,NM_001406661,1
NM_001406662.1,NM_001406662,1
NM_001406663.1,NM_001406663,1
NM_001406664.1,NM_001406664,1
NM_001406665.1,NM_001406665,1
NM_001406666.1,NM_001406666,1
NM_001406667.1,NM_001406667,1
NM_001406668.1,NM_001406668,1
NM_001406669.1,NM_001406669,1
NM_001406670.1,NM_001406670,1
NM_001406671.1,NM_001406671,1
NM_001406672.1,NM_001406672,1
NM_001406673.1,NM_001406673,1
NM_001406674.1,NM_001406674,1
NM_001406675.1,NM_001406675,1
NM_001406676.1,NM_001406676,1
NM_001406677.1,NM_001406677,1
NM_001406678.1,NM_001406678,1
NM_001406679.1,NM_001406679,1
NM_001406680.1,NM_001406680,1
NM_001406681.1,NM_001406681,1
NM_001406682.1,NM_001406682,1
NM_001406683.1,NM_001406683,1
NM_001406684.1,NM_001406684,1
NM_001406685.1,NM_001406685,1
NM_001406686.1,NM_001406686,1
NM_001406687.1,NM_001406687,1
NM_001406688.1,NM_001406688,1
NM_001406689.1,NM_001406689,1
NM_001406690.1,NM_001406690,1
NM_001406691.1,NM_001406691,1
NM_001406692.1,NM_001406692,1
NM_001406693.1,NM_001406693,1
NM_001406694.1,NM_001406694,1
NM_001406695.1,NM_001406695,1
NM_001406696.1,NM_001406696,1
NM_001406697.1,NM_001406697,1
NM_001406698.1,NM_001406698,1
NM_001406715.1,NM_001406715,1
NM_001406716.1,NM_001406716,1
NM_001406717.1,NM_001406717,1
NM_001406718.1,NM_001406718,1
NM_001406719.1,NM_001406719,1
NM_001406720.1,NM_001406720,1
NM_001406721.1,NM_001406721,1
NM_001406722.1,NM_001406722,1
NM_001406723.1,NM_001406723,1
NM_001406724.1,NM_001406724,1
NM_001406725.1,NM_001406725,1
NM_001406726.1,NM_001406726,1
NM_001406727.1,NM_001406727,1
NM_001406728.1,NM_001406728,1
NM_001406741.1,NM_001406741,1
NM_001406742.1,NM_001406742,1
NM_001406743.1,NM_001406743,1
NM_001406744.1,NM_001406744,1
NM_001406745.1,NM_001406745,1
NM_001406747.1,NM_001406747,1
NM_001406748.1,NM_001406748,1
NM_001406749.1,NM_001406749,1
NM_001406751.1,NM_001406751,1
NM_001406752.1,NM_001406752,1
NM_001406753.1,NM_001406753,1
NM_001406755.1,NM_001406755,1
NM_001406756.1,NM_001406756,1
NM_001406757.1,NM_001406757,1
NM_001406759.1,NM_001406759,1
NM_001406760.1,NM_001406760,1
NM_001406761.1,NM_001406761,1
NM_001406762.1,NM_001406762,1
NM_001406763.1,NM_001406763,1
NM_001406764.1,NM_001406764,1
NM_001406765.1,NM_001406765,1
NM_001406766.1,NM_001406766,1
NM_001406767.1,NM_001406767,1
NM_001406768.1,NM_001406768,1
NM_001406769.1,NM_001406769,1
NM_001406770.1,NM_001406770,1
NM_001406771.1,NM_001406771,1
NM_001406772.1,NM_001406772,1
NM_001406773.1,NM_001406773,1
NM_001406774.1,NM_001406774,1
NM_001406775.1,NM_001406775,1
NM_001406776.1,NM_001406776,1
NM_001406777.1,NM_001406777,1
NM_001406778.1,NM_001406778,1
NM_001406779.1,NM_001406779,1
NM_001406780.1,NM_001406780,1
NM_001406781.1,NM_001406781,1
NM_001406782.1,NM_001406782,1
NM_001406783.1,NM_001406783,1
NM_001406784.1,NM_001406784,1
NM_001406785.1,NM_001406785,1
NM_001406786.1,NM_001406786,1
NM_001406787.1,NM_001406787,1
NM_001406788.1,NM_001406788,1
NM_001406789.1,NM_001406789,1
NM_001406790.1,NM_001406790,1
NM_001406791.1,NM_001406791,1
NM_001406792.1,NM_001406792,1
NM_001406793.1,NM_001406793,1
NM_001406794.1,NM_001406794,1
NM_001406795.1,NM_001406795,1
NM_001406796.1,NM_001406796,1
NM_001406797.1,NM_001406797,1
NM_001406798.1,NM_001406798,1
NM_001406799.1,NM_001406799,1
NM_001406800.1,NM_001406800,1
NM_001406801.1,NM_001406801,1
NM_001406802.1,NM_001406802,1
NM_001406803.1,NM_001406803,1
NM_001406804.1,NM_001406804,1
NM_001406805.1,NM_001406805,1
NM_001406806.1,NM_001406806,1
NM_001406807.1,NM_001406807,1
NM_001406808.1,NM_001406808,1
NM_001406809.1,NM_001406809,1
NM_001406810.1,NM_001406810,1
NM_001406811.1,NM_001406811,1
NM_001406812.1,NM_001406812,1
NM_001406813.1,NM_001406813,1
NM_001406814.1,NM_001406814,1
NM_001406815.1,NM_001406815,1
NM_001406816.1,NM_001406816,1
NM_001406817.1,NM_001406817,1
NM_001406818.1,NM_001406818,1
NM_001406819.1,NM_001406819,1
NM_001406820.1,NM_001406820,1
NM_001406821.1,NM_001406821,1
NM_001406822.1,NM_001406822,1
NM_001406823.1,NM_001406823,1
NM_001406824.1,NM_001406824,1
NM_001406825.1,NM_001406825,1
NM_001406826.1,NM_001406826,1
NM_001406827.1,NM_001406827,1
NM_001406828.1,NM_001406828,1
NM_001406829.1,NM_001406829,1
NM_001406830.1,NM_001406830,1
NM_001406831.1,NM_001406831,1
NM_001406832.1,NM_001406832,1
NM_001406836.1,NM_001406836,1
NM_001406837.1,NM_001406837,1
NM_001406838.1,NM_001406838,1
NM_001406839.1,NM_001406839,1
NM_001406840.1,NM_001406840,1
NM_001406853.1,NM_001406853,1
NM_001406856.1,NM_001406856,1
NM_001406857.1,NM_001406857,1
NM_001406859.1,NM_001406859,1
NM_001406860.1,NM_001406860,1
NM_001406861.1,NM_001406861,1
NM_001406866.1,NM_001406866,1
NM_001406868.1,NM_001406868,1
NM_001406869.1,NM_001406869,1
NM_001406870.1,NM_001406870,1
NM_001406871.1,NM_001406871,1
NM_001406872.1,NM_001406872,1
NM_001406873.1,NM_001406873,1
NM_001406874.1,NM_001406874,1
NM_001406875.1,NM_001406875,1
NM_001406876.1,NM_001406876,1
NM_001406877.1,NM_001406877,1
NM_001406878.1,NM_001406878,1
NM_001406879.1,NM_001406879,1
NM_001406880.1,NM_001406880,1
NM_001406881.1,NM_001406881,1
NM_001406882.1,NM_001406882,1
NM_001406883.1,NM_001406883,1
NM_001406884.1,NM_001406884,1
NM_001406885.1,NM_001406885,1
NM_001406886.1,NM_001406886,1
NM_001406887.1,NM_001406887,1
NM_001406888.1,NM_001406888,1
NM_001406889.1,NM_001406889,1
NM_001406890.1,NM_001406890,1
NM_001406891.1,NM_001406891,1
NM_001406892.1,NM_001406892,1
NM_001406893.1,NM_001406893,1
NM_001406894.1,NM_001406894,1
NM_001406895.1,NM_001406895,1
NM_001406896.1,NM_001406896,1
NM_001406897.1,NM_001406897,1
NM_001406898.1,NM_001406898,1
NM_001406899.1,NM_001406899,1
NM_001406900.1,NM_001406900,1
NM_001406901.1,NM_001406901,1
NM_001406902.1,NM_001406902,1
NM_001406903.1,NM_001406903,1
NM_001406904.1,NM_001406904,1
NM_001406905.1,NM_001406905,1
NM_001406906.1,NM_001406906,1
NM_001406907.1,NM_001406907,1
NM_001406908.1,NM_001406908,1
NM_001406909.1,NM_001406909,1
NM_001406910.1,NM_001406910,1
NM_001406911.1,NM_001406911,1
NM_001406912.1,NM_001406912,1
NM_001406915.1,NM_001406915,1
NM_001406916.1,NM_001406916,1
NM_001406937.1,NM_001406937,1
NM_001406938.1,NM_001406938,1
NM_001406939.1,NM_001406939,1
NM_001406940.1,NM_001406940,1
NM_001406941.1,NM_001406941,1
NM_001406983.1,NM_001406983,1
NM_001406984.1,NM_001406984,1
NM_001406985.1,NM_001406985,1
NM_001406986.1,NM_001406986,1
NM_001406987.1,NM_001406987,1
NM_001406988.1,NM_001406988,1
NM_001406989.1,NM_001406989,1
NM_001406990.1,NM_001406990,1
NM_001406991.1,NM_001406991,1
NM_001406992.1,NM_001406992,1
NM_001406993.1,NM_001406993,1
NM_001406994.1,NM_001406994,1
NM_001406995.1,NM_001406995,1
NM_001406996.1,NM_001406996,1
NM_001406997.1,NM_001406997,1
NM_001406998.1,NM_001406998,1
NM_001406999.1,NM_001406999,1
NM_001407.3,NM_001407,3
NM_001407000.1,NM_001407000,1
NM_001407001.1,NM_001407001,1
NM_001407002.1,NM_001407002,1
NM_001407003.1,NM_001407003,1
NM_001407004.1,NM_001407004,1
NM_001407011.1,NM_001407011,1
NM_001407012.1,NM_001407012,1
NM_001407013.1,NM_001407013,1
NM_001407014.1,NM_001407014,1
NM_001407015.1,NM_001407015,1
NM_001407016.1,NM_001407016,1
NM_001407017.1,NM_001407017,1
NM_001407019.1,NM_001407019,1
NM_001407021.1,NM_001407021,1
NM_001407022.1,NM_001407022,1
NM_001407023.1,NM_001407023,1
NM_001407024.1,NM_001407024,1
NM_001407026.1,NM_001407026,1
NM_001407027.1,NM_001407027,1
NM_001407028.1,NM_001407028,1
NM_001407029.1,NM_001407029,1
NM_001407030.1,NM_001407030,1
NM_001407031.1,NM_001407031,1
NM_001407032.1,NM_001407032,1
NM_001407033.1,NM_001407033,1
NM_001407034.1,NM_001407034,1
NM_001407035.1,NM_001407035,1
NM_001407036.1,NM_001407036,1
NM_001407037.1,NM_001407037,1
NM_001407038.1,NM_001407038,1
NM_001407039.1,NM_001407039,1
NM_001407040.1,NM_001407040,1
NM_001407041.1,NM_001407041,1
NM_001407042.1,NM_001407042,1
NM_001407043.1,NM_001407043,1
NM_001407044.1,NM_001407044,1
NM_001407045.1,NM_001407045,1
NM_001407046.1,NM_001407046,1
NM_001407047.1,NM_001407047,1
NM_001407048.1,NM_001407048,1
NM_001407049.1,NM_001407049,1
NM_001407050.1,NM_001407050,1
NM_001407051.1,NM_001407051,1
NM_001407053.1,NM_001407053,1
NM_001407054.1,NM_001407054,1
NM_001407055.1,NM_001407055,1
NM_001407056.1,NM_001407056,1
NM_001407057.1,NM_001407057,1
NM_001407058.1,NM_001407058,1
NM_001407059.1,NM_001407059,1
NM_001407060.1,NM_001407060,1
NM_001407062.1,NM_001407062,1
NM_001407063.1,NM_001407063,1
NM_001407064.1,NM_001407064,1
NM_001407065.1,NM_001407065,1
NM_001407066.1,NM_001407066,1
NM_001407067.1,NM_001407067,1
NM_001407069.1,NM_001407069,1
NM_001407070.1,NM_001407070,1
NM_001407071.1,NM_001407071,1
NM_001407072.1,NM_001407072,1
NM_001407073.1,NM_001407073,1
NM_001407075.1,NM_001407075,1
NM_001407077.1,NM_001407077,1
NM_001407078.1,NM_001407078,1
NM_001407079.1,NM_001407079,1
NM_001407080.1,NM_001407080,1
NM_001407081.1,NM_001407081,1
NM_001407082.1,NM_001407082,1
NM_001407083.1,NM_001407083,1
NM_001407085.1,NM_001407085,1
NM_001407086.1,NM_001407086,1
NM_001407087.1,NM_001407087,1
NM_001407088.1,NM_001407088,1
NM_001407089.1,NM_001407089,1
NM_001407091.1,NM_001407091,1
NM_001407092.1,NM_001407092,1
NM_001407094.1,NM_001407094,1
NM_001407095.1,NM_001407095,1
NM_001407096.1,NM_001407096,1
NM_001407097.1,NM_001407097,1
NM_001407098.1,NM_001407098,1
NM_001407099.1,NM_001407099,1
NM_001407100.1,NM_001407100,1
NM_001407101.1,NM_001407101,1
NM_001407102.1,NM_001407102,1
NM_001407103.1,NM_001407103,1
